CASEID,recid,wght_per,wght_csp,wght_snt,spltsmpl,whw120gr,whw_230,whw_240,jsr_01gr,jsr_02,jsr_03,jsr_04,jsr_05,jsr_06,jsr_07,jsr_08,jsr_09,jsr_10,wir_01,wir_02,wir_03,wir_04,wir_05,wir_06,wir_07,heh_01,heh_02,heh_03,heh_04,heh_09,heh_10,heh_11,drr_110,smk_05,srh_110,srh_115,fam_03,fam_04,smg_01,smg_02,ttlincg2,famincg2
10528,10528,  943.6064,    0.0000, 1882.7422,1,3, 1,6,6,4, 4,1,5,2,3,2,3,3,2,5,2,1,5,1,2,3, 2, 3, 1, 3,3,4, 3,3,3,4,1,2,3, 1,2,4
10529,10529,  272.0128,  457.4668,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 3, 4, 0,3,1, 6,3,4,3,2,1,3, 6,1,3
10530,10530, 4152.0907, 7844.6034,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 3, 4, 0,1,3, 6,3,3,4,5,4,1,96,1,6
10531,10531,  202.0491,    0.0000,  442.5941,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 4, 3, 0,3,3, 5,3,2,3,2,2,2, 2,1,2
10532,10532, 1716.3646,    0.0000, 4057.1723,1,3, 1,6,6,1,96,2,6,6,1,2,2,1,2,2,1,1,4,1,1,2, 4, 3, 3, 5,4,2, 3,3,3,2,1,1,3, 1,3,5
10533,10533,  514.4293,    0.0000, 1068.3729,1,3, 3,6,6,2,96,2,6,6,2,3,2,2,2,3,1,1,4,1,1,4, 5, 5, 4, 0,1,5, 4,3,3,1,6,6,2, 7,2,2
10534,10534, 3384.6140, 5641.4637,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 3, 2,5,6, 5,3,3,3,6,6,2, 3,1,3
10535,10535, 2768.7570,    0.0000, 5280.8009,1,3, 1,6,6,2,96,2,6,6,1,2,2,2,2,2,2,2,4,1,1,2, 3, 5, 3, 0,4,3, 5,3,2,2,9,9,3, 5,4,5
10536,10536, 2275.2707,    0.0000, 3803.8190,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 4, 0,3,2, 5,3,3,3,6,6,3, 3,2,2
10537,10537,10738.4397,16803.2699,    0.0000,2,3, 1,6,6,3,96,1,1,3,3,3,3,3,3,3,3,3,3,2,1,4, 2, 5, 1, 0,2,3, 5,3,3,3,3,3,3, 5,1,2
10538,10538, 1209.0101, 2691.3671,    0.0000,2,2, 1,6,6,1,96,2,6,6,1,2,2,1,2,3,1,1,4,1,2,2, 2, 5, 1, 1,3,3, 1,3,2,2,4,2,3, 1,1,2
10539,10539, 3223.2591,    0.0000, 6770.5218,1,3, 2,6,6,2,96,7,6,6,1,3,3,7,3,5,2,1,3,1,1,3, 3, 5, 5, 5,7,6, 5,1,3,1,2,1,3, 7,1,5
10540,10540,  369.0501,    0.0000,  827.3035,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 3, 0,2,2, 6,3,3,1,1,1,1,96,1,3
10541,10541, 1355.7210,    0.0000, 2839.3805,1,3, 1,6,6,1,96,2,6,6,2,3,3,3,3,3,2,2,3,2,2,1, 2, 3, 1, 4,3,2, 5,3,2,3,6,6,3, 3,1,1
10542,10542,  893.8190, 1990.7196,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 3, 4, 1,5,6, 7,3,3,3,6,6,2, 7,2,2
10543,10543,  247.6260,    0.0000,  693.6295,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 4, 3, 4, 3,4,4, 6,2,5,4,6,6,4, 3,3,3
10544,10544, 3547.4589, 6755.4401,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 4, 4,5,6, 6,3,4,3,1,1,1,96,1,1
10545,10545, 1453.2982,    0.0000, 2312.9999,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 6,96,96,96,6,6, 1,3,1,1,6,6,2, 3,2,2
10546,10546,  831.6012,    0.0000, 2121.8732,1,3, 1,6,6,2,96,7,6,6,2,2,4,1,3,4,1,1,3,1,2,2, 4, 5, 3, 2,4,3, 6,3,2,1,9,9,3, 2,2,2
10547,10547, 1034.9295,    0.0000, 1983.0936,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 5, 4, 4,5,6, 7,3,3,3,1,1,3, 6,1,1
10548,10548, 1306.0227, 2974.6641,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 3, 4,2,3, 7,3,4,3,9,9,5, 3,2,2
10549,10549,  603.6314,  981.1034,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,3,2,2,1,2,2,2,2,1,1,3, 2, 3, 1,10,3,4, 1,1,3,3,2,2,3, 3,4,5
10550,10550,  302.7906,  582.9499,    0.0000,2,4, 4,1,6,2,96,2,6,6,2,4,3,3,2,2,2,2,3,1,2,4, 3, 5, 1, 2,4,3, 3,3,4,2,6,6,3, 3,4,4
10551,10551, 1763.5110, 3577.6015,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,2,2,1,4,1,2,4,4,1,1,2, 6,96,96,96,6,6, 3,3,2,2,6,6,3, 1,3,3
10552,10552, 2308.2316,    0.0000, 3625.8203,1,4, 4,1,1,6,96,2,6,6,6,6,2,1,2,1,1,6,6,1,6,3, 3, 5, 1, 1,4,5, 3,3,2,1,2,1,3, 5,6,6
10553,10553, 2305.1261, 4433.1466,    0.0000,2,3, 7,1,6,1,96,2,6,6,1,2,2,1,1,1,3,1,4,2,2,2, 2,97, 4, 0,5,6, 7,3,2,1,2,2,1,96,2,5
10554,10554, 1810.4955,    0.0000, 3436.2922,1,2, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 1, 3, 3,4,4, 1,1,4,2,1,1,3, 6,1,5
10555,10555,  317.5429,  585.6516,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 5,3,1,1,6,6,1,96,1,1
10556,10556,  969.9805, 2497.2678,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 6,96,96,96,6,6, 5,3,4,5,6,6,4, 2,2,2
10557,10557, 1696.6150, 3509.3969,    0.0000,2,4, 1,6,6,1,96,2,6,6,2,2,1,1,1,1,1,1,1,1,1,3, 1, 3, 5, 0,4,4, 1,3,2,2,9,9,4, 1,3,4
10558,10558,  471.0763,    0.0000, 1379.7320,1,3, 1,6,6,2,96,2,6,6,2,2,1,1,1,3,2,1,4,1,2,2, 6,96,96,96,6,6, 5,1,2,2,6,6,2, 2,2,2
10559,10559,  407.3933,  750.6804,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 3, 6, 3, 1,1,5, 6,2,4,1,2,2,1,96,1,3
10560,10560,  816.1846, 1359.9916,    0.0000,2,4, 1,6,6,1,96,2,6,6,1,1,2,2,3,4,2,3,3,1,1,5, 2, 6, 1, 0,1,4, 6,3,4,3,2,2,3, 2,3,3
10561,10561,  730.1349,    0.0000, 1236.9328,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 2, 1, 0,2,4, 3,3,3,3,3,2,3, 6,3,5
10562,10562,  341.5896,    0.0000,  665.8362,1,3, 9,6,2,6,96,2,6,6,6,6,2,2,3,2,2,6,6,1,6,4, 2, 5, 2, 3,2,3, 4,2,3,4,6,6,4, 1,2,2
10563,10563,  549.3075, 1094.6135,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 4, 2,3,4, 1,3,3,1,3,2,2, 3,4,6
10564,10564,  489.3166,  676.6537,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 6,3,4,1,6,6,1,96,1,1
10565,10565, 2603.3456, 4947.1502,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 3, 0,3,3, 2,3,2,1,2,2,2, 6,1,1
10566,10566, 1636.2567,    0.0000, 3190.5877,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 1, 0,5,6, 2,3,1,1,1,1,1,96,3,5
10567,10567, 2196.9363, 4200.3727,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,1,1,1,1,1,2,4,1,2,2, 4, 1, 1, 4,1,4, 3,3,3,3,4,3,4, 1,5,6
10568,10568, 1312.9601,    0.0000, 2638.7206,1,2, 1,6,1,6,96,2,6,6,6,6,1,1,2,1,1,6,6,1,6,3, 5, 4, 1, 0,1,5, 6,3,3,1,1,1,3, 5,1,3
10569,10569,  635.0421, 1361.7985,    0.0000,2,3, 1,6,6,2,96,2,6,6,1,2,2,2,4,1,1,4,5,1,1,4, 1, 3, 1, 4,4,3, 3,3,2,2,1,2,3, 6,6,6
10570,10570,  211.5354,    0.0000,  377.0136,1,3, 3,6,6,2,96,2,6,6,2,2,3,1,1,5,3,1,4,1,2,3, 4, 3, 4, 2,3,3, 4,3,2,2,6,6,3, 1,2,2
10571,10571,  748.5249,    0.0000, 1590.8180,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 3, 3, 4, 6,1,3, 5,3,4,3,6,6,2, 3,2,2
10572,10572, 2035.6948,    0.0000, 5889.4176,1,3, 1,6,6,1,96,2,6,6,2,2,2,1,2,1,2,1,4,1,1,4, 2, 1, 1, 0,4,3, 3,3,3,4,6,6,3, 6,1,1
10573,10573, 1986.7444, 4141.5086,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,2,1,1,2,2,2,2,2,1,1,3, 1, 3, 5, 0,3,2, 4,3,3,2,3,3,3, 6,3,6
10574,10574,  280.8282,    0.0000,  506.5819,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 1, 0,3,3, 5,3,2,7,6,6,3, 2,3,3
10575,10575,  234.9579,    0.0000,  518.0905,1,2, 8,2,2,6,96,2,6,6,6,6,2,2,2,2,2,6,6,1,6,3, 3, 5, 1, 1,4,2, 5,3,3,3,3,3,2, 5,2,6
10576,10576,  216.1446,  458.6523,    0.0000,2,2, 1,6,6,2,96,2,6,6,1,1,1,1,4,5,2,4,5,1,1,1, 3, 4, 2, 0,5,6, 6,3,1,4,4,4,3, 2,2,4
10577,10577, 6927.2440,11789.9497,    0.0000,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 1, 1,4,1, 7,3,2,3,2,2,4, 2,3,4
10578,10578, 2116.2836,    0.0000, 3678.6146,1,3, 8,1,6,2,96,2,6,6,2,1,2,1,2,5,2,1,4,1,2,3, 4, 3, 3, 0,2,5, 3,3,3,3,6,6,3, 5,1,1
10579,10579,  414.7035, 1117.3202,    0.0000,2,4, 8,1,2,6,96,2,6,6,6,6,2,2,4,2,3,6,6,1,6,2, 2, 3, 1, 8,2,3, 3,3,1,2,2,2,3, 1,6,6
10580,10580, 1178.5193, 2369.7680,    0.0000,2,3, 2,6,6,4, 5,2,6,6,3,4,4,3,4,4,2,5,4,2,2,3, 3, 3, 6, 6,5,6, 5,3,2,2,6,6,4, 7,3,3
10581,10581,  498.4458, 1069.8479,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 3, 0,4,2, 2,3,3,3,6,6,2, 3,3,3
10582,10582,  769.4139,    0.0000, 1660.6301,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 4, 1,5,6, 7,3,1,2,6,6,2,97,1,1
10583,10583, 1384.5915, 2273.3022,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 3, 2,5,6, 5,3,2,2,1,1,1,96,2,3
10584,10584, 1745.0027, 3452.5208,    0.0000,2,4, 1,6,6,1,96,2,6,6,2,2,1,2,2,2,3,2,3,1,1,4, 4, 5, 1, 0,5,6, 1,1,2,2,3,3,3, 3,4,6
10585,10585,  371.0134,    0.0000,  860.2868,1,2, 8,2,1,6,96,2,6,6,6,6,2,1,2,2,3,6,6,2,6,3, 2, 3, 1, 5,4,4, 4,3,2,1,6,6,2, 5,2,2
10586,10586, 4139.5246,10957.7066,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 6, 4, 2,2,3, 5,3,2,3,2,2,1,96,1,3
10587,10587, 1708.3940,    0.0000, 2573.2857,1,3, 1,6,6,2,96,2,6,6,2,2,3,1,3,1,3,1,3,1,2,3, 6,96,96,96,6,6, 7,3,1,1,1,1,1,96,2,6
10588,10588, 4221.1648, 7762.6035,    0.0000,2,4, 8,1,1,6,96,2,6,6,6,6,1,1,4,3,3,6,6,1,6,3, 2, 1, 1, 8,3,3, 6,3,3,3,3,3,4, 2,2,2
10589,10589, 1021.9497,    0.0000, 3502.5523,1,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 6, 3, 0,3,2, 3,3,1,1,2,2,3, 4,1,6
10590,10590, 1372.4193,    0.0000, 2801.5093,1,3, 1,6,6,2,96,2,6,6,2,2,2,1,2,2,3,4,4,1,1,4, 4, 3, 1, 5,3,3, 7,3,3,2,2,2,2, 3,4,6
10591,10591, 2825.8544, 5110.1816,    0.0000,2,3, 4,1,6,2,96,2,6,6,2,2,2,2,3,3,2,3,4,1,2,2, 4, 5, 3, 4,3,2, 3,3,2,2,3,2,3, 1,2,3
10592,10592,  639.1467,    0.0000, 1139.2227,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5, 4, 5, 4, 0,5,6, 7,3,4,3,6,6,3, 6,2,2
10593,10593, 1418.9573,    0.0000, 2589.7491,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 3, 4, 0,3,3, 3,3,2,2,1,1,2, 3,2,3
10594,10594, 2776.7839,    0.0000, 4080.5300,1,1, 8,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 1, 0,5,6, 5,3,2,1,2,2,2, 2,1,5
10595,10595, 1555.4140,    0.0000, 2707.4157,1,3, 1,6,6,2,96,2,6,6,2,1,2,1,2,3,2,2,5,1,1,3, 2, 3, 1, 4,4,5, 5,3,2,2,6,6,4, 2,3,3
10596,10596, 2870.4859,    0.0000, 5889.4711,1,3, 1,6,6,2,96,2,6,6,3,3,2,2,2,5,5,1,5,1,2,3, 4, 1, 4, 3,5,6, 4,3,3,3,2,2,3, 2,3,4
10597,10597, 1243.8796,    0.0000, 2689.5024,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 1, 1,4,5, 1,3,4,3,1,1,3, 6,1,5
10598,10598,  365.9940,    0.0000,  902.7964,1,1, 7,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 2, 5, 1, 5,2,3, 4,3,3,3,4,2,3, 3,1,2
10599,10599,  911.0750,    0.0000, 1969.6179,1,4, 1,6,6,2,96,2,6,6,2,3,3,3,3,2,2,3,5,1,1,2, 4, 5, 5, 5,3,1, 7,3,1,1,2,2,4, 1,6,6
10600,10600, 1116.9064,    0.0000, 2010.9977,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 6,96,96,96,6,6, 3,3,1,2,2,2,1,96,2,2
10601,10601,  784.6599,    0.0000, 1428.0881,1,2, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 4, 1,3,1, 7,3,3,4,6,6,4, 2,2,2
10602,10602, 3077.0386,    0.0000, 4865.7423,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 1, 0,4,3, 7,3,2,1,2,2,2, 4,1,2
10603,10603,  598.7652,    0.0000, 1061.3009,1,3, 4,2,6,1,96,2,6,6,2,2,1,1,2,3,1,2,4,1,2,3, 5, 5, 1, 0,4,3, 5,3,3,2,2,2,1,96,6,6
10604,10604, 1072.4756,    0.0000, 2655.8987,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 1, 4,4,4, 1,3,4,1,6,6,1,96,2,2
10605,10605,  484.8087, 1055.9852,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 6, 6,3,3, 7,3,2,3,1,1,3, 7,1,2
10606,10606, 4937.9190, 8349.6081,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,2,1,2,1,1,2,5,1,2,2, 4, 5, 3, 0,5,6, 5,3,3,2,9,9,4, 1,3,6
10607,10607, 4399.7818, 8377.2239,    0.0000,2,3, 1,6,1,6,96,2,6,6,6,6,1,1,1,1,2,6,6,1,6,2, 2, 1, 1, 8,2,2, 3,2,2,2,2,2,3, 1,2,6
10608,10608,  123.4023,    0.0000,  241.0315,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 4, 1, 3, 0,3,2, 4,3,4,1,1,2,3, 6,2,3
10609,10609, 2107.3298, 4262.7278,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 3, 5, 1, 1,5,6, 5,3,3,3,2,2,3, 2,1,4
10610,10610, 2314.3399,    0.0000, 4836.3475,1,4, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 1, 5,2,3, 1,1,2,2,2,2,4, 2,6,6
10611,10611, 1051.9722,    0.0000, 2036.5842,1,4, 1,6,1,6,96,2,6,6,6,6,1,1,1,1,1,6,6,2,6,3, 3, 3, 1, 0,4,3, 4,3,3,2,1,2,3, 5,2,6
10612,10612,  175.1684,  396.3442,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 3, 0,4,3, 6,3,5,4,6,6,4, 6,2,2
10613,10613, 3047.2310, 4154.1619,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,2,2,2,4,2,3,4,1,1,1, 3, 3, 6, 1,2,3, 3,3,2,2,2,2,3, 7,2,6
10614,10614, 1269.8483,    0.0000, 2771.1579,1,2, 4,1,6,1,96,2,6,6,2,1,1,1,3,2,2,1,4,1,2,4, 2, 5, 1, 2,2,2, 6,3,4,2,2,1,2, 7,1,3
10615,10615, 2125.7472,    0.0000, 4145.6787,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 4, 1,2,4, 1,3,3,3,2,1,1,96,2,3
10616,10616,  545.9270,    0.0000,  988.5999,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 5, 1, 4,4,5, 3,3,3,2,6,6,1,96,6,6
10617,10617, 4309.7226,    0.0000,10022.6589,1,4, 9,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 3, 1,5,6, 7,3,2,2,1,2,2, 4,1,3
10618,10618, 2452.0786,    0.0000, 5191.9941,1,2, 8,2,1,6,96,2,6,6,6,6,2,2,1,1,3,6,6,2,6,2, 4, 5, 4, 0,3,3, 7,3,3,2,2,2,2, 2,2,3
10619,10619,  507.9047,    0.0000, 1220.6262,1,1, 7,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 1, 1, 2, 5,2,3, 6,3,3,3,6,6,3, 4,1,1
10620,10620, 1103.2931,    0.0000, 2188.5139,1,3, 1,6,6,3,96,2,6,6,3,3,3,3,3,3,3,3,3,2,2,3, 4, 3, 4, 0,3,3, 7,3,2,2,2,2,3, 5,3,6
10621,10621, 3989.5430,    0.0000, 8294.2293,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 3, 4, 0,3,3, 5,3,3,2,3,3,2, 5,3,3
10622,10622,  947.5908, 2019.8224,    0.0000,2,4, 4,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 3, 2,4,3, 7,3,3,2,2,2,3, 1,1,1
10623,10623, 1512.8531, 3138.7780,    0.0000,2,2, 1,6,6,3,96,2,6,6,3,5,3,3,2,2,3,2,4,2,2,2, 3, 5, 3, 2,2,3, 5,3,3,4,4,4,3, 2,2,6
10624,10624, 2322.6266, 4497.1712,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 1,3,3,2,1,1,1,96,3,3
10625,10625, 4321.5192,    0.0000, 7804.6867,1,3, 1,6,6,1,96,2,6,6,1,1,3,3,2,1,1,2,4,2,1,4, 1, 3, 2, 2,4,5, 6,3,3,2,6,6,2, 3,2,6
10626,10626, 1378.3782,    0.0000, 2451.6045,1,4, 1,6,2,6,96,2,6,6,6,6,2,2,2,2,2,6,6,1,6,3, 4, 3, 5, 1,2,3, 3,3,2,2,4,4,4, 1,1,4
10627,10627,  225.0747,    0.0000,  489.4638,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 1, 4,3,3, 1,3,4,2,2,2,3, 6,1,3
10628,10628, 1649.2968,    0.0000, 2467.7222,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 3, 3, 3, 0,3,5, 3,3,2,2,2,2,1,96,2,4
10629,10629,  817.2845,    0.0000, 2632.2642,1,3, 3,6,6,1,96,2,6,6,2,2,2,2,1,3,1,1,4,1,1,3, 3, 4, 1, 5,3,1, 7,3,3,3,9,9,4, 2,3,3
10630,10630, 3926.7583, 6715.0588,    0.0000,2,4, 1,6,6,1,96,2,6,6,2,2,2,2,3,2,1,3,3,1,2,3, 2, 3, 5, 4,4,3, 3,3,2,2,6,6,3, 1,4,6
10631,10631,  480.6627,  876.8327,    0.0000,2,4, 1,6,9,6,96,9,6,6,6,6,9,9,9,9,9,6,6,9,6,3, 6,96,96,96,6,6, 1,1,2,3,6,6,4, 2,1,1
10632,10632, 3446.0265, 7022.7942,    0.0000,2,3, 1,6,1,6,96,2,6,6,6,6,1,2,2,1,2,6,6,1,6,2, 3, 5, 3, 0,4,4, 5,3,2,1,2,1,2, 5,4,6
10633,10633, 1185.8685, 2864.0563,    0.0000,2,2, 1,6,6,1,96,2,6,6,1,1,2,2,1,2,2,1,3,1,2,1, 1, 3, 5, 0,4,5, 2,3,2,1,1,1,2, 1,6,6
10634,10634,  182.3347,    0.0000,  407.6734,1,3, 1,6,6,1,96,2,6,6,1,1,2,1,2,1,1,2,5,1,1,4, 3, 5, 1, 4,7,6, 5,3,3,1,9,9,3, 2,2,2
10635,10635, 2148.3066,    0.0000, 4348.2795,1,3, 1,6,6,2,96,2,6,6,1,1,2,1,2,3,1,2,5,1,1,2, 4, 5, 4, 2,3,3, 4,3,2,2,6,6,3, 5,1,1
10636,10636, 2002.1727, 4868.7058,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 3, 1, 1,3,4, 4,2,3,3,1,2,2, 3,1,3
10637,10637, 1437.9067, 3754.9011,    0.0000,2,4, 4,1,6,4, 1,1,3,6,4,4,5,2,1,5,2,1,4,1,2,4, 6,96,96,96,6,6, 7,1,2,2,1,1,3, 2,2,5
10638,10638, 2064.0012,    0.0000, 5416.5369,1,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 2, 5, 4, 0,2,2, 3,3,2,2,1,1,1,96,2,3
10639,10639, 1844.7414, 2998.3138,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,1,1,2,1,1,2,5,1,2,3, 2, 1, 4, 0,4,4, 3,3,1,1,6,6,2, 1,3,3
10640,10640, 1372.6907, 3764.9577,    0.0000,2,4, 1,6,6,2,96,2,6,6,2,1,2,2,2,2,2,3,5,1,1,2, 5, 5, 3, 1,5,6, 3,3,1,1,6,6,3, 1,3,3
10641,10641,  708.4867, 1665.2892,    0.0000,2,4, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 3, 0,3,5, 5,3,1,2,1,1,1,96,3,6
10642,10642, 1975.8814, 3549.7899,    0.0000,2,4, 8,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 5, 1, 0,5,6, 5,2,3,3,1,1,1,96,2,5
10643,10643,  819.2027,    0.0000, 1154.3488,1,4, 7,2,1,6,96,2,6,6,6,6,2,2,2,2,2,6,6,1,6,2, 3, 5, 3, 3,7,6, 7,3,3,3,3,2,3, 7,1,3
10644,10644, 2001.5032, 3373.5636,    0.0000,2,3, 8,2,1,6,96,2,6,6,6,6,2,2,2,1,3,6,6,1,6,2, 5, 5, 3, 0,3,4, 3,3,2,2,2,2,3, 2,1,3
10645,10645,  416.4684, 1287.3426,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 1, 2,3,3, 5,3,3,2,1,1,2, 3,3,6
10646,10646, 1379.6874,    0.0000, 2423.7614,1,2, 4,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 4, 4, 0,2,3, 6,2,2,2,2,2,3, 1,1,6
10647,10647,  705.2391,    0.0000, 1323.1172,1,3, 1,6,1,6,96,2,6,6,6,6,1,2,2,2,2,6,6,2,6,2, 4, 5, 4, 0,3,2, 6,3,1,1,2,2,2, 5,2,6
10648,10648,  659.7151, 1228.9668,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,1,1,2,2,2,2,4,1,1,2, 3, 5, 1, 5,3,3, 3,3,2,3,2,2,3, 3,2,4
10649,10649,  406.5842,  939.1599,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,2,1,3,2,2,4,5,1,1,2, 3, 1, 4, 1,4,2, 2,3,2,2,2,2,4, 1,6,6
10650,10650, 3288.4433,13833.6943,    0.0000,2,2, 1,6,6,1,96,2,6,6,1,1,1,1,2,2,1,2,4,1,2,4, 5, 5, 1, 0,4,4, 5,3,1,1,9,9,4, 1,1,6
10651,10651, 5504.7388,10524.9157,    0.0000,2,4, 1,6,1,6,96,2,6,6,6,6,1,1,2,3,2,6,6,1,6,3, 1, 3, 1, 0,4,5, 4,3,1,1,6,6,2, 1,2,4
10652,10652,  431.9784,    0.0000,  681.8684,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 1, 1, 3,7,6, 6,3,3,1,6,6,1,96,2,2
10653,10653, 1470.2141,    0.0000, 3939.7452,1,3, 1,6,1,6,96,1,3,6,6,6,1,1,2,1,5,6,6,1,6,2, 3, 3, 5, 0,3,3, 4,3,2,2,2,2,2, 1,2,5
10654,10654, 1075.6309,    0.0000, 2597.9700,1,3, 4,1,6,2,96,2,6,6,1,2,3,3,3,4,2,1,5,1,2,4, 2, 3, 1, 0,4,3, 5,3,4,4,6,6,3, 7,2,2
